,Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL,year,month,day
21174,Hyundai Elantra AD 2020,1150000.0,Red,150000.0,Hyundai,Elantra AD,Aswan,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6088767,2023,11,7
21175,Nissan Sunny 2013,360000.0,Black,204000.0,Nissan,Sunny,Alexandria,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6088770,2023,11,7
21176,Opel Grandland 2021,1180000.0,White,42000.0,Opel,Grandland,Ismailia,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6088827,2023,11,7
21177,Geely Pandino 2015,190000.0,Black,40000.0,Geely,Pandino,Qalyubia,2023-11-07,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/gelly-pandino/6088719,2023,11,7
21178,Hyundai Accent RB 2012,550000.0,Black,160000.0,Hyundai,Accent RB,El Katameya,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6088661,2023,11,7
21180,Mitsubishi Lancer EX Shark 2008,550000.0,Dark grey,94000.0,Mitsubishi,Lancer EX Shark,Alexandria,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6088545,2023,11,7
21181,MG 5 2021,700000.0,White,75000.0,MG,5,Asyut,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6088557,2023,11,7
21182,Nissan Sunny 2022,565000.0,Red,65000.0,Nissan,Sunny,Cairo,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6088502,2023,11,7
21183,Renault Sandero Step Way 2016,550000.0,Black,53000.0,Renault,Sandero Step Way,Cairo,2023-11-07,Yes,No,No,No,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6088466,2023,11,7
21185,Volkswagen Parati 2005,135000.0,Silver,300000.0,Volkswagen,Parati,10th of Ramadan,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/parati/6095805,2023,11,7
21186,Kia K3 2016,750000.0,Black,191000.0,Kia,K3,Nasr city,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/K3/6088202,2023,11,7
21187,Nissan Qashqai 2019,925000.0,Dark blue,100000.0,Nissan,Qashqai,Mokattam,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/qashqai/6088175,2023,11,7
21188,Hyundai Elantra 2007,390000.0,Dark grey,250000.0,Hyundai,Elantra,Alexandria,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/elantra/6088151,2023,11,7
21189,Fiat Tipo 2021,750000.0,Dark grey,13000.0,Fiat,Tipo,El Minya,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6088107,2023,11,7
21190,Hyundai Elantra HD 2017,750000.0,White,140000.0,Hyundai,Elantra HD,Suez,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6088073,2023,11,7
21191,Lada Granta 2021,425000.0,Red,40000.0,Lada,Granta,Aswan,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/lada/granta/6087914,2023,11,7
21192,Kia Cerato 2016,760000.0,Red,190000.0,Kia,Cerato,El Minya,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6087878,2023,11,7
21193,Nissan Sunny 2013,360000.0,Gold,258000.0,Nissan,Sunny,Cairo,2023-11-07,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6087833,2023,11,7
21194,Skoda Fabia 2004,190000.0,Silver,190000.0,Skoda,Fabia,Alexandria,2023-11-07,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/fabia/6087899,2023,11,7
21195,Byd F3 2021,400000.0,Dark red,65000.0,Byd,F3,Obour City,2023-11-07,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6087789,2023,11,7
21196,Geely Emgrand 7 2018,300000.0,Dark red,120000.0,Geely,Emgrand 7,Obour City,2023-11-07,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6087765,2023,11,7
21197,Skoda Kodiaq 2023,2750000.0,Red,0.0,Skoda,Kodiaq,Mansoura,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6087813,2023,11,7
21198,Mercedes 230 1984,180000.0,White,300000.0,Mercedes,230,Obour City,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/230/6087827,2023,11,7
21199,Mercedes A 180 2021,1950000.0,White,120000.0,Mercedes,A 180,Heliopolis,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/a-180/6087710,2023,11,6
21200,Hyundai Elantra MD 2012,550000.0,Black,100000.0,Hyundai,Elantra MD,Tagamo3 - New Cairo,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6087609,2023,11,6
21201,Skoda Superb 2019,1650000.0,Petroleum,126000.0,Skoda,Superb,Mansoura,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/superb/6087615,2023,11,6
21202,Hyundai Accent 1998,115000.0,Dark blue,200000.0,Hyundai,Accent,Khanka,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/accent/6087633,2023,11,6
21203,Daewoo Lanos 2 2003,195000.0,Green,300000.0,Daewoo,Lanos 2,6 October,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6087542,2023,11,6
21204,Ford Escape 2014,850000.0,Red,17000.0,Ford,Escape,Mansoura,2023-11-06,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/ford/escape/6087489,2023,11,6
21205,Renault Logan 2012,280000.0,Black,300000.0,Renault,Logan,Tagamo3 - New Cairo,2023-11-06,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/logan/6087509,2023,11,6
21206,Volkswagen Polo 2004,202000.0,Red,370000.0,Volkswagen,Polo,6 October,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/polo/6087480,2023,11,6
21207,Skoda Octavia A4 2001,260000.0,Dark green,300000.0,Skoda,Octavia A4,Shibin el Kom,2023-11-06,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6087455,2023,11,6
21208,Lada 2110 2006,150000.0,Blue,190000.0,Lada,2110,El Salam City,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/lada/2110/6087291,2023,11,6
21209,Mercedes C 250 2010,1240000.0,Dark grey,196000.0,Mercedes,C 250,Cairo,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/c-250/6087261,2023,11,6
21210,Karry Q22 2016,170000.0,Dark red,130000.0,Karry,Q22,Tanta,2023-11-06,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/karry/q22/6087204,2023,11,6
21211,Peugeot 301 2020,597000.0,Silver,95000.0,Peugeot,301,Mansoura,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/301/6087234,2023,11,6
21212,Chevrolet Captiva 2021,975000.0,Red,48000.0,Chevrolet,Captiva,Tagamo3 - New Cairo,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/captiva/6086849,2023,11,6
21213,Hyundai Elantra MD 2012,670000.0,Red,173000.0,Hyundai,Elantra MD,Cairo,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6086897,2023,11,6
21214,Kia Grand Cerato 2019,830000.0,Silver,135000.0,Kia,Grand Cerato,Alexandria,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/Grand-Cerato/6086618,2023,11,6
21215,DFSK 330S 2019,350000.0,Brown,120000.0,DFSK,330S,Al Shorouk,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/dfsk/330S/6086630,2023,11,6
21216,Mitsubishi Pajero 2016,2100000.0,Silver,165000.0,Mitsubishi,Pajero,Mokattam,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6086688,2023,11,6
21217,Toyota Hilux 1997,140000.0,White,200000.0,Toyota,Hilux,Cairo,2023-11-06,No,No,Yes,No,https://eg.hatla2ee.com/en/car/toyota/hilux/6086460,2023,11,6
21218,Mercedes C 180 2009,1150000.0,Black,188000.0,Mercedes,C 180,Suez,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/c-180/6086520,2023,11,6
21219,Skoda Octavia A4 2006,280000.0,Gold,205000.0,Skoda,Octavia A4,Cairo,2023-11-06,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6086319,2023,11,6
21220,Mitsubishi Lancer EX Shark 2015,620000.0,Gray,118000.0,Mitsubishi,Lancer EX Shark,Suez,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6086226,2023,11,6
21221,Daewoo Nubira 2 2006,200000.0,Green,230000.0,Daewoo,Nubira 2,El Salam City,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6086204,2023,11,6
21222,Mazda 3 2015,690000.0,Red,198000.0,Mazda,3,Alexandria,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mazda/mazda-3/6086133,2023,11,6
21223,Hyundai Verna 2008,275000.0,Cyan,127000.0,Hyundai,Verna,Kafr el-Sheikh,2023-11-06,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6086186,2023,11,6
21224,Opel Astra 2019,700000.0,Silver,99000.0,Opel,Astra,Shobra,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6086070,2023,11,6
21225,Hyundai Verna 2010,340000.0,Black,120000.0,Hyundai,Verna,Sheraton,2023-11-06,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6086088,2023,11,6
21226,Nissan Sentra 2019,580000.0,Black,110000.0,Nissan,Sentra,Shobra,2023-11-06,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/sentra/6085995,2023,11,6
21227,Hyundai Grand i10 2017,700000.0,Dark grey,47000.0,Hyundai,Grand i10,Shibin el Kom,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/grand-i10/6085784,2023,11,6
21228,Nissan Sunny 2017,450000.0,Silver,88000.0,Nissan,Sunny,Asyut,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6085715,2023,11,6
21229,Nissan Juke 2023,1450000.0,Silver,8000.0,Nissan,Juke,El Haram,2023-11-06,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/nissan/juke/6085728,2023,11,6
21230,Kia Cerato 2016,645000.0,Silver,115000.0,Kia,Cerato,Alexandria,2023-11-06,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6085722,2023,11,6
21231,Nissan Sunny 2016,350000.0,Gray,190000.0,Nissan,Sunny,El Haram,2023-11-06,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6085662,2023,11,6
21232,Hyundai Elantra MD 2015,595000.0,Mocha,145000.0,Hyundai,Elantra MD,El Haram,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6085589,2023,11,5
21233,Fiat Palio 2006,130000.0,Red,120000.0,Fiat,Palio,Beni Suef,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/palio/6085368,2023,11,5
21234,Fiat Uno 1991,100000.0,Gold,125555.0,Fiat,Uno,Quesna,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/uno/6085296,2023,11,5
21235,Haval H6 2022,1700000.0,Gray,13000.0,Haval,H6,Tagamo3 - New Cairo,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/haval/haval-h6/6085254,2023,11,5
21236,Skoda Octavia A4 2004,370000.0,Petroleum,164000.0,Skoda,Octavia A4,Minya Al Qamh,2023-11-05,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6085122,2023,11,5
21237,Skoda Octavia A4 2002,350000.0,Black,260000.0,Skoda,Octavia A4,Kom Hamada,2023-11-05,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6085118,2023,11,5
21238,Volkswagen Passat 1998,280000.0,Silver,320000.0,Volkswagen,Passat,Ismailia,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6085173,2023,11,5
21239,Chevrolet Optra 2008,310000.0,Black,174000.0,Chevrolet,Optra,Sharqia,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6085001,2023,11,5
21240,Renault Logan 2019,550000.0,Blue,65000.0,Renault,Logan,Nasr city,2023-11-05,Yes,No,No,No,https://eg.hatla2ee.com/en/car/renault/logan/6084980,2023,11,5
21241,Opel Astra 2014,600000.0,Silver,130000.0,Opel,Astra,6 October,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6084990,2023,11,5
21242,Ford EcoSport 2021,1050000.0,Blue,52600.0,Ford,EcoSport,Tagamo3 - New Cairo,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/ecosport/6084716,2023,11,5
21243,Hyundai Atos 1999,100000.0,Green,279000.0,Hyundai,Atos,Giza,2023-11-05,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/atos/6084615,2023,11,5
21244,Mercedes C 180 2016,2600000.0,Black,90000.0,Mercedes,C 180,Tagamo3 - New Cairo,2023-11-05,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6084597,2023,11,5
21245,Fiat Punto 2010,290000.0,Black,213000.0,Fiat,Punto,Suez,2023-11-05,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/puntu/6084621,2023,11,5
21246,Mitsubishi Lancer Crystala 1999,240000.0,White,158000.0,Mitsubishi,Lancer Crystala,Mansoura,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Crystala/6084519,2023,11,5
21247,Mitsubishi Lancer EX Shark 2015,580000.0,Silver,200000.0,Mitsubishi,Lancer EX Shark,6 October,2023-11-05,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6084486,2023,11,5
21248,Fiat 128 2002,58000.0,White,71000.0,Fiat,128,Giza,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/128/6084507,2023,11,5
21249,MG Rx5 2021,1050000.0,Red,60000.0,MG,Rx5,Tagamo3 - New Cairo,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/Rx5/6084438,2023,11,5
21250,Toyota Yaris 2015,450000.0,Black,150000.0,Toyota,Yaris,Cairo,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6084377,2023,11,5
21251,Chevrolet Cruze 2015,550000.0,Black,115000.0,Chevrolet,Cruze,Damietta,2023-11-05,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6084290,2023,11,5
21252,Brilliance V3 2018,575000.0,Silver,50000.0,Brilliance,V3,Suez,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/brilliance/brilliance-V3/6084333,2023,11,5
21253,Fiat 500 X 2019,950000.0,Red,180000.0,Fiat,500 X,Cairo,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/500X/6084237,2023,11,5
21254,Peugeot 307 2007,375000.0,Eggplant,170000.0,Peugeot,307,Cairo,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/307/6084270,2023,11,5
21255,Suzuki Alto 2016,200000.0,Red,100000.0,Suzuki,Alto,Zagazig,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/alto/6087317,2023,11,5
21256,Kia Sportage 2016,1100000.0,Silver,140000.0,Kia,Sportage,6 October,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/sportage/6088950,2023,11,5
21257,Daewoo Nubira 2 2009,250000.0,Black,160000.0,Daewoo,Nubira 2,Tagamo3 - New Cairo,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6084156,2023,11,5
21258,Byd L3 2016,480000.0,Dark grey,33000.0,Byd,L3,El Haram,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/byd/l3/6084180,2023,11,5
21259,MG Rx5 2022,950000.0,Black,45000.0,MG,Rx5,Qalyubia,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/moris-garage/Rx5/6084171,2023,11,5
21260,Fiat Tipo 2019,900000.0,Gray,175000.0,Fiat,Tipo,Cairo,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6084132,2023,11,5
21261,Kia Cerato 2017,950000.0,Red,190000.0,Kia,Cerato,Cairo,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6084120,2023,11,5
21262,Ssang Yong Tivoli 2015,550000.0,Red,60000.0,Ssang Yong,Tivoli,Kafr el-Sheikh,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ssang-yong/Tivoli/6084107,2023,11,5
21263,Opel Astra 2017,740000.0,Black,133000.0,Opel,Astra,Rosetta,2023-11-05,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6084096,2023,11,5
21264,Renault Kadjar 2017,780000.0,Red,116000.0,Renault,Kadjar,6 October,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/Kadjar/6084173,2023,11,5
21265,Kia Cerato 2017,770000.0,Red,190000.0,Kia,Cerato,Cairo,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6084092,2023,11,5
21266,Opel Astra 2016,680000.0,Black,117000.0,Opel,Astra,Damanhur,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6084027,2023,11,5
21267,Volkswagen Passat 2012,800000.0,Black,190000.0,Volkswagen,Passat,Tagamo3 - New Cairo,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6084093,2023,11,5
21268,Suzuki Sx4 2016,700000.0,Red,58000.0,Suzuki,Sx4,6 October,2023-11-05,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/suzuki/Sx4/6083984,2023,11,5
21269,Renault Logan 2013,425000.0,Silver,235000.0,Renault,Logan,Cairo,2023-11-05,Yes,No,Yes,No,https://eg.hatla2ee.com/en/car/renault/logan/6084005,2023,11,5
21270,Alfa Romeo Stelvio 2020,1950000.0,Silver,112000.0,Alfa Romeo,Stelvio,Sheikh Zayed City,2023-11-05,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/alpha-romeo/Stelvio/6083918,2023,11,5
21271,MG 5 2012,320000.0,Red,460000.0,MG,5,Tagamo3 - New Cairo,2023-11-05,No,No,No,No,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6083822,2023,11,5
21272,Speranza A516 2009,170000.0,White,200000.0,Speranza,A516,El Marg,2023-11-05,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/speranza/a516/6083699,2023,11,5
21273,Mitsubishi Lancer Crystala 1989,177000.0,Green,300000.0,Mitsubishi,Lancer Crystala,6 October,2023-11-05,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Crystala/6083702,2023,11,5
21274,Hyundai Verna 2012,300000.0,Silver,225500.0,Hyundai,Verna,Tanta,2023-11-05,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6083670,2023,11,5
21275,Mercedes GLC 200 AMG Imported 2023,4300000.0,Blue,200.0,Mercedes,GLC 200 AMG Imported,Gharbia,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/GLC-200-AMG-Imported/6083567,2023,11,4
21276,Nissan Tiida 2007,330000.0,Black,240000.0,Nissan,Tiida,Tanta,2023-11-04,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/tiida/6083553,2023,11,4
21277,Opel Vectra 2008,375000.0,Black,165000.0,Opel,Vectra,Tagamo3 - New Cairo,2023-11-04,Yes,No,No,No,https://eg.hatla2ee.com/en/car/opel/vectra/6083588,2023,11,4
21278,Chevrolet T-Series 2016,410000.0,Red,120000.0,Chevrolet,T-Series,Kafr el-Dawwar,2023-11-04,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6083457,2023,11,4
21279,Peugeot 505 1980,100000.0,Brown,150000.0,Peugeot,505,Tagamo3 - New Cairo,2023-11-04,No,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/505/6083429,2023,11,4
21280,Chery Tiggo 7 pro 2023,870000.0,Gray,2006.0,Chery,Tiggo 7 pro,Cairo,2023-11-04,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chery/Tiggo-7-pro/6083352,2023,11,4
21281,Speranza A516 2008,180000.0,Dark blue,380000.0,Speranza,A516,Borg el arab,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/a516/6083445,2023,11,4
21282,Byd F3 2021,350000.0,Dark grey,154000.0,Byd,F3,Luxor,2023-11-04,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6083372,2023,11,4
21283,MG 5 2021,700000.0,Red,90000.0,MG,5,Giza,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6083211,2023,11,4
21284,Toyota Corolla 2009,450000.0,Black,300000.0,Toyota,Corolla,10th of Ramadan,2023-11-04,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6083253,2023,11,4
21285,Geely EX7 2019,780000.0,Black,56000.0,Geely,EX7,10th of Ramadan,2023-11-04,Yes,No,No,No,https://eg.hatla2ee.com/en/car/geely/ex7/6083118,2023,11,4
21286,Hyundai Accent RB 2012,580000.0,Blue,120000.0,Hyundai,Accent RB,Shobra,2023-11-04,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6083145,2023,11,4
21287,Skoda Felicia 1995,111000.0,Dark blue,31000.0,Skoda,Felicia,Qalyubia,2023-11-04,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/felicia/6083142,2023,11,4
21288,Hyundai Elantra 2009,400000.0,Black,260000.0,Hyundai,Elantra,6 October,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/elantra/6083040,2023,11,4
21289,Kia Picanto 2015,475000.0,Red,80000.0,Kia,Picanto,Tanta,2023-11-04,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/picanto/6082823,2023,11,4
21290,BMW 320 2017,1650000.0,Dark blue,190000.0,BMW,320,Shobra,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/320/6082737,2023,11,4
21291,Honda Civic 2010,666000.0,White,185000.0,Honda,Civic,Port Said,2023-11-04,No,No,No,No,https://eg.hatla2ee.com/en/car/honda/civic/6082596,2023,11,4
21292,Hyundai Verna 2007,350000.0,Dark red,167000.0,Hyundai,Verna,Minya Al Qamh,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6082532,2023,11,4
21293,Chevrolet Lanos 2019,310000.0,Silver,130000.0,Chevrolet,Lanos,Giza,2023-11-04,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6082514,2023,11,4
21294,Jeep Wrangler Unlimited 2010,1200000.0,Silver,126000.0,Jeep,Wrangler Unlimited,Alexandria,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jeep/wrangler-unlimited/6082355,2023,11,4
21295,Hyundai Matrix 2004,375000.0,Black,300000.0,Hyundai,Matrix,Ismailia,2023-11-04,Yes,No,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/matrix/6082371,2023,11,4
21296,Mitsubishi Lancer EX Shark 2017,630000.0,Gray,253000.0,Mitsubishi,Lancer EX Shark,Tagamo3 - New Cairo,2023-11-04,Yes,No,Yes,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6082376,2023,11,4
21297,Hyundai Avante 2011,560000.0,Silver,120000.0,Hyundai,Avante,Qalyubia,2023-11-04,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/avante/6082269,2023,11,4
21298,Haval Jolion 2022,1200000.0,Red,45000.0,Haval,Jolion,El Haram,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/haval/Jolion/6082310,2023,11,4
21299,Fiat 500 X 2016,790000.0,White,115000.0,Fiat,500 X,Tagamo3 - New Cairo,2023-11-04,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/500X/6082301,2023,11,4
21300,Fiat 500 X 2016,790000.0,White,113000.0,Fiat,500 X,Tagamo3 - New Cairo,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/500X/6082247,2023,11,4
21301,Volkswagen Tiguan 2016,1250000.0,Black,119000.0,Volkswagen,Tiguan,Damanhur,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/6082331,2023,11,4
21302,Nissan XTrail 2007,470000.0,Dark red,325000.0,Nissan,XTrail,Sheikh Zayed City,2023-11-04,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/x-Trail/6082278,2023,11,4
21303,Hyundai Verna 2007,230000.0,Cyan,180000.0,Hyundai,Verna,Qalyub,2023-11-04,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6082100,2023,11,4
21304,Kia Sportage 2017,1030000.0,Gray,109000.0,Kia,Sportage,Cairo,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6082049,2023,11,4
21305,Daewoo Nubira 1 1997,175000.0,Silver,220000.0,Daewoo,Nubira 1,Heliopolis,2023-11-04,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-1/6082064,2023,11,4
21306,Hyundai Verna 2012,290000.0,Black,220000.0,Hyundai,Verna,Cairo,2023-11-04,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6082004,2023,11,4
21307,Kia Sportage 2015,1100000.0,Mocha,169000.0,Kia,Sportage,Tanta,2023-11-04,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6081950,2023,11,4
21308,Hyundai Elantra HD 2020,580000.0,Dark grey,23000.0,Hyundai,Elantra HD,Cairo,2023-11-04,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6081939,2023,11,4
